game_name,id,game_genre,game_launch_date,purchase_date
NFS 2016,013da0c221acb8e0df8b148d0263bc023e5da7d5,Action,2015-11-03,2016-08-18
BATTLEFIELD 4,447809247e8bec9446060f34140f9e7114bae02e,Shooter,2013-10-29,2016-06-18
FIFA 16,d59ebbc1731b9238794b726961eb9dca81d5c75a,Sports,2015-09-22,2015-12-25
FIFA 16,033cce5adcf30b0f4e4fb232345e97b9ce57e919,Sports,2015-09-22,2016-09-24
FIFA 17,9cec934bc758d9ba2dc5106d7edff48794d41827,Sports,2016-09-27,2017-05-01
BATTLEFIELD 1,61c74b0db184cc45cfe6f368276de5329ff9fde8,Shooter,2016-10-21,2016-10-22
MADDEN 17,cc4e1ae3a9855d1111781ac17eceed25f2ce6522,Sports,2016-08-23,2017-01-02
FIFA 17,e7f2f38ba91de8540cc1c52ee48062b2163ac60e,Sports,2016-09-27,2017-04-14
BATTLEFIELD 4,900451762770b2ede946ccc8f7039fb47ffc7673,Shooter,2013-10-29,2015-10-11
NFS 2016,3242c5cb25a30331e3cc3b2272ff4e0f2495c154,Action,2015-11-03,2016-08-07
FIFA 17,6cc19cc1fd7ec2a6c8a476a84b579cd721c2ae8a,Sports,2016-09-27,2017-02-13
NFS 2016,2b9e8f3d9ca4df8f9becc1c5143b28fc48f7b4a2,Action,2015-11-03,2017-01-02
BATTLEFRONT,2b321118c518e1c6d5a13154d80c55f4cea12d4c,Shooter,2015-11-17,2016-08-04
FIFA 17,0615b37e47bbaeef16bb16c160fe821d0226a418,Sports,2016-09-27,2016-10-04
NFS 2016,84d41b2a883ee53777b1d0b3cebaa93ace414285,Action,2015-11-03,2016-09-13
MADDEN 16,293f35c03ca769a2fe3cfe6dfd4163784309c4f0,Sports,,2016-03-14
BATTLEFIELD 1,60da452a2376a5b1bbdbb2fd20cd76bd68222e48,Shooter,2016-10-21,2017-01-03
FIFA 17,57ce98b2821155258561650a7295bdf50079a5c9,Sports,2016-09-27,2016-11-24
FIFA 17,5696b0a21718b03aae79b78ee205df02877806b2,Sports,2016-09-27,2017-08-24
FIFA 17,b723080f500f3987e16d18d5465718ba861001a7,Sports,2016-09-27,2016-11-12
NHL 17,f7836fee48d12cdcd646351bf0e80940ac781b1f,Sports,2016-09-13,2017-03-31
EA ACCESS,f3912b4db4715e492f127ecc66b110e221bb2c97,Other Games/Compilations,,2017-07-12
FIFA 17,10c3f9278cfeb9569294480f5e9208c852d00265,Sports,2016-09-27,2016-12-05
FIFA 16,c2f0c5b47283b5263ef3740f2eed127c55d40ba8,Sports,2015-09-22,2015-09-23
NFS RIVALS (2014),6429d02fbe1f20bb75bc19ae967e6ef027284950,Action,,2017-02-04
BATTLEFIELD 1,3ef84a75aaee2b841da1eb73d5683e6341298ce8,Shooter,2016-10-21,2017-04-01
MADDEN 17,39afd1b09fdfe417d2fba4de99d88d802a609859,Sports,2016-08-23,2016-09-23
BATTLEFRONT,868ab883f74ddab0157301a0a1adc818b2c61f07,Shooter,2015-11-17,2017-03-29
MADDEN 17,2646b5b607ee374745b294147334f97ca9eb1c76,Sports,2016-08-23,2016-08-24
MADDEN 16,7ba520ea207800ec05aa1a953c2acb3fac3ee365,Sports,,2017-02-11
UFC 2,d11b68a64fb27c51a2b9eab07456440d868b18cb,Fighting,2016-03-09,2017-03-09
FIFA 16,849a06d7f2643bcaa1997e151e98a7413e4da4b0,Sports,2015-09-22,2016-04-29
BATTLEFRONT,57ce98b2821155258561650a7295bdf50079a5c9,Shooter,2015-11-17,2015-11-20
BATTLEFIELD 1,0d839af109acc1cf400f0ffdcf7fc9ca8f8124bf,Shooter,2016-10-21,2016-10-24
FIFA 16,a567e22acd62b4458441392ad0c17c529bef8a73,Sports,2015-09-22,2015-12-06
FIFA 17,8932fc79b655ad236edad40cac981394578f38d6,Sports,2016-09-27,2017-01-11
FIFA 16,c266f8246820d58591a2bb87175f72e0b2eceaaf,Sports,2015-09-22,2015-12-22
FIFA 14,41a15f6dc5c53cdb4163125011e4c0e883bb3d5a,Sports,,2017-02-08
FIFA 16,bf78b3107784c798561ff76e25f69b2439a22f73,Sports,2015-09-22,2017-04-27
TITANFALL,269bd3111b0de8871b4d9ab3e43853bb17db6635,Shooter,,2016-10-14
PLANTS VS ZOMBIES GARDEN WARFARE 2,a6854d49bf91dcec1a8b3c430ca90bc9a6f0da38,Shooter,2016-02-23,2016-03-14
FIFA 16,c899af047068769e425e18749fb98d44f9b0e14b,Sports,2015-09-22,2015-12-25
BATTLEFIELD 4,2652bd0fad3f528fd64802409dfd0b2850393ee5,Shooter,2013-10-29,2016-09-24
EA ACCESS,984454002a4c02b91aca5f5762ec63ec188b4b4a,Other Games/Compilations,,2015-09-20
TITANFALL 2,625a16148a2862894a3b50e6b28e24dd7041bc97,Shooter,2016-11-01,2016-11-24
FIFA 16,6daf852fceedda78e0001af9c49ae4d8a41374db,Sports,2015-09-22,2015-11-26
TITANFALL 2,6b7bb547752b3d1d192bf6f0ea7f05a2d473f0bd,Shooter,2016-11-01,2016-12-25
MADDEN 17,81b912076c451c4e8d41162f8a9e22d22c61e595,Sports,2016-08-23,2017-01-02
NHL 16,bcc9b9e88f7fac3873e47dcbdde28e74f1d3888a,Sports,,2016-02-29
FIFA 16,09702ff8cdf6643af16da0095833c619792b0cb1,Sports,2015-09-22,2015-09-30
UFC,8afcbb5d00ce7b6b8c1ee07d2d9ec82fb09414d4,Fighting,,2016-01-16
PLANTS VS ZOMBIES GARDEN WARFARE 2,8de23c8b5ee07d7a2e7d6088e343736b4929e414,Shooter,2016-02-23,2017-01-08
FIFA 17,e0ff2dc9b99ab6e04c82cec043befa5764402858,Sports,2016-09-27,2017-01-26
DRAGON AGE: INQUISITION,c11e2a8ff857babd62628fcecc66340e9d828967,Role Playing,,2015-12-25
BATTLEFIELD 4,96209d213d550419bf143da3b740b56f13f25269,Shooter,2013-10-29,2016-12-03
MADDEN 16,8efb0806c1a6bc97748e382ce6b2d31a46ec0dfa,Sports,,2015-09-09
FIFA 17,9a0a5224b49feb9773919399f5cc3076e02b9f4b,Sports,2016-09-27,2017-05-14
FIFA 17,f08eeaba00e578f1a5a3d72e4409dabd9cd4ff45,Sports,2016-09-27,2016-10-04
UFC 2,443fc61505c32e37c0764726f8254220e5375cd8,Fighting,2016-03-09,2016-11-11
FIFA 15,ebd226b34dede9c9ff5d1418b10ea71842bc11c1,Sports,2014-09-23,2016-11-05
BATTLEFRONT,afd1c62829af4b8577b345ad85ad949b71cf9d9e,Shooter,2015-11-17,2016-04-08
DRAGON AGE: INQUISITION,f0500948298aee5de3f593659ac53cbf5a61c392,Role Playing,,2016-11-20
MADDEN 18,84bd5892b765baf588043a5ada13156c339bdaa7,Sports,2017-08-22,2017-08-23
FIFA 16,00de55a40e4fbcdfd3f93e430f7a0be4de7d6bf2,Sports,2015-09-22,2015-11-24
FIFA 17,fe44fc117459094c405424ee63d700a333ce576a,Sports,2016-09-27,2017-05-06
MADDEN 16,8c7e2451da80835545d04b42758ae342166ac8da,Sports,,2015-09-14
NFS 2016,ec53cb6337a60ecbd1dc42c341f44f97d744696c,Action,2015-11-03,2016-05-30
BATTLEFIELD 1,a49d91e68e760b00c35ce0acf8787988a1a400dc,Shooter,2016-10-21,2017-02-10
EA ACCESS,f5ac146306d5e0d81bf4d1b959d38a33bf669b96,Other Games/Compilations,,2017-06-11
BATTLEFIELD 4,59c0dc67ce2e46f5b4f1db7d679ee13052f02782,Shooter,2013-10-29,2016-08-24
MADDEN 17,b050ae927c9975119f749ecd1b820f145937ff86,Sports,2016-08-23,2017-02-05
BATTLEFIELD 4,4a7035a983c99dd86bea058e81d8fbd2abd1f505,Shooter,2013-10-29,2016-09-30
TITANFALL,bd427e829864c07c15f3cabf4a54cf7d9a61b1f6,Shooter,,2016-10-15
UFC,122734612cd4b8391ed230db7f7c4e005c2f6f8a,Fighting,,2015-09-06
PLANTS VS ZOMBIES GARDEN WARFARE 2,eb4d6919170d6fe84a42a092f96eeaea0886c09c,Shooter,2016-02-23,2016-12-26
TITANFALL 2,761b0b5a699ebca5b02c33fe44ade64a51acbed4,Shooter,2016-11-01,2016-11-01
BATTLEFIELD HARDLINE,5c7fb30be3157320f8e6dd99cd7a6c1fecd8775a,Shooter,2015-03-17,2017-06-24
NFS 2016,2ea15bced2163fa07958841133ce2c6430f30257,Action,2015-11-03,2017-08-25
FIFA 16,70c75bde5a5cb27b2a50b42093aded8deb5d91f1,Sports,2015-09-22,2016-05-21
FIFA 17,bd6cb3c386c4f13da73285cd25468734840d46ef,Sports,2016-09-27,2017-01-03
PLANTS VS ZOMBIES GARDEN WARFARE,39d1115b249f414db835b06477a270f118b039a6,Shooter,,2017-03-19
BATTLEFRONT,eb85f8014315f72b01789e476d650647b2ef9db3,Shooter,2015-11-17,2016-01-05
BATTLEFRONT,70cf0d157c0610d540b6293ad111de5a11a6db8c,Shooter,2015-11-17,2016-01-04
UFC,16ab4e4c288ccfae9b645d2fc605745ba0b22e1c,Fighting,,2016-02-04
FIFA 17,3222e9576cd6aa7fd29699acf55d487a32d8a5f1,Sports,2016-09-27,2017-03-18
FIFA 17,847b63734b54509fdd878625c64bac663d123b72,Sports,2016-09-27,2016-10-22
UFC 2,935eafb3291e5d2b3f9a4b175b6195d47640f1ec,Fighting,2016-03-09,2017-03-09
BATTLEFRONT,60d1463756a9eeefebe52ecfbf13c52119272791,Shooter,2015-11-17,2015-11-19
BATTLEFIELD HARDLINE,2b9e8f3d9ca4df8f9becc1c5143b28fc48f7b4a2,Shooter,2015-03-17,2017-01-02
NHL 17,5a41a7cbc53c76da17ba736682d4710c7427a57e,Sports,2016-09-13,2017-05-28
BATTLEFIELD 1,395158adf7c587fb15b94a2b5aa49059cb1b7f7a,Shooter,2016-10-21,2017-08-16
BATTLEFRONT,1c4eb877e18477a87a300d420ca5fd064a5ab992,Shooter,2015-11-17,2017-06-20
FIFA 16,0eb1df122e069daf5d2cd2d00c36d8b588ba867f,Sports,2015-09-22,2016-05-29
FIFA 17,c3abeb2d73dafa78ecc1672c6c92634725c5a37c,Sports,2016-09-27,2017-03-29
FIFA 17,eb8ef807ffa53e041d984b4dcd50ba18dcc1d916,Sports,2016-09-27,2016-09-29
BATTLEFIELD 4,bb3218dd35d2e2795d1b5b7e8262d4f22915dd1f,Shooter,2013-10-29,2017-06-22
FIFA 16,54435c8d92f7c8ceda0f2d4ae28e8f15c7e1c8d3,Sports,2015-09-22,2015-09-24
NFS 2016,226277ad13e476a23a43e3bb108a120a823d69b2,Action,2015-11-03,2016-07-15
BATTLEFIELD 4,9c8d4870f5cee1d9d0618f7c50c822225fd90139,Shooter,2013-10-29,2016-09-18
TITANFALL 2,5937247bd69ff84391f2266bdc93f86376cda686,Shooter,2016-11-01,2017-02-26
FIFA 16,4efaf4d8d4c2ebc28e9f9db7abab7646f437a2e9,Sports,2015-09-22,2016-04-08
PLANTS VS ZOMBIES GARDEN WARFARE 2,a8fab9fc337013208df3d64b03984c51e34bf53c,Shooter,2016-02-23,2017-05-13
FIFA 16,e1eb18be539b72bf746a6e24e3ac579cd350fb35,Sports,2015-09-22,2015-12-14
EA ACCESS,9fd09e5309101334f87cbbd76e1446a8e07da836,Other Games/Compilations,,2017-06-04
FIFA 17,04f9aaf07ff023f3838f10bbc2901476d49e485d,Sports,2016-09-27,2016-09-29
FIFA 17,6f60775c65df5b0aa58bb27143d4d8d5919d1b37,Sports,2016-09-27,2016-09-30
BATTLEFIELD 1,4649ba16174464051a3cff5ee8ac68bfd4000370,Shooter,2016-10-21,2016-11-25
BATTLEFIELD 4,b714943db86b0b22239e4971e71a260313fe5b15,Shooter,2013-10-29,2017-05-19
FIFA 17,df75c608373d1e59c510a3746b0c06d86a4e05cb,Sports,2016-09-27,2016-12-22
FIFA 16,be845c829c3f41945ca4b10e041ae727203a8262,Sports,2015-09-22,2016-01-07
BATTLEFIELD 4,9a40fcccd2f88750a4cafe119824cbd8e0cdae8a,Shooter,2013-10-29,2017-08-18
FIFA 16,dc950bb9b9c5fba872065b5b4ad716d933bbb1d1,Sports,2015-09-22,2015-12-03
FIFA 17,44f5c0c2a57edeaa2cbed091d399bef7b875bf8a,Sports,2016-09-27,2017-03-12
FIFA 16,0eb49d0b400fd3cfeba8ee4bafdafd46895449c9,Sports,2015-09-22,2016-03-31
FIFA 17,5f3888e0dc3241d6b0f7c3c84feef3b831c0a210,Sports,2016-09-27,2016-09-29
FIFA 17,900451762770b2ede946ccc8f7039fb47ffc7673,Sports,2016-09-27,2016-09-29
FIFA 15,599ce5c716cae61d53754839615ec590f4ea8c94,Sports,2014-09-23,2015-12-31
FIFA 17,fbff6175127e0e54476d0c37ec2a0c8a10ec762c,Sports,2016-09-27,2016-09-29
FIFA 17,97ffc69a7fc572c4f53caef240bc9d928f6736eb,Sports,2016-09-27,2017-04-23
BATTLEFIELD 1,a2518a9ca52ff716dbaaeb6fec24aa90ed833d14,Shooter,2016-10-21,2016-11-24
FIFA 16,4664478e77f2e9c601437d4b5f64201277acbe41,Sports,2015-09-22,2015-12-29
FIFA 17,c91bbb78c69b24d7496a87b4755dd072935abbdd,Sports,2016-09-27,2017-01-20
FIFA 17,46d281b1e34e3ba6f2409c740a4da89ee2ec1a73,Sports,2016-09-27,2016-09-27
FIFA 17,85404e3867380e8340b995892bacd2114608c608,Sports,2016-09-27,2016-12-26
MADDEN 16,88d730a5352a7013c99740f3549470dce2a4347f,Sports,,2016-02-03
MADDEN 18,2fa9ea7c3b6b55654bf0315909d169700572d404,Sports,2017-08-22,2017-08-28
FIFA 15,1c9a64d97a6c6e41bd8e667e953527634a5d2c5d,Sports,2014-09-23,2016-04-25
FIFA 17,ba25eceffd5620db477f09034b3558c61f77b01a,Sports,2016-09-27,2016-12-26
DRAGON AGE: INQUISITION,3a2b9318f5c5b9fba6b478aece0d5ae567f874d5,Role Playing,,2016-10-26
TITANFALL,7014553aa798bc03aa5f95288ca4c3597586a2c3,Shooter,,2016-10-14
NFS 2016,01023e9ba90b17f5e89912e4158009e9a958e330,Action,2015-11-03,2017-08-05
UFC 2,bba83b9a55b529fbf970e1e7a9dc435f91e5c09c,Fighting,2016-03-09,2016-12-24
BATTLEFRONT,0135b2cdc2a74a6bcf835e6b1d7ac935abd25ea9,Shooter,2015-11-17,2016-02-13
BATTLEFIELD HARDLINE,e0af6e6bbee930e729f38d91757f7b3e715aa0c5,Shooter,2015-03-17,2015-10-16
BATTLEFIELD HARDLINE,b9370e2d7bddadb4acc1d50e60d34244ecb5b2d1,Shooter,2015-03-17,2017-07-17
FIFA 17,d0e47b8fa0d953a01d170847775fcd6b429455a2,Sports,2016-09-27,2016-12-25
BATTLEFIELD 4,22683c3646ce652ab93c3f792b7931dc327ff33d,Shooter,2013-10-29,2016-02-04
FIFA 17,0cca0d965d0329fca53ec70181cd09497df07f98,Sports,2016-09-27,2016-12-27
UFC,bf427a90c350eaa5e21ced52e1108b4b4cb98d89,Fighting,,2017-04-07
BATTLEFIELD 1,747e6b3293595e502e02732e0711659a8cece5ae,Shooter,2016-10-21,2016-11-15
FIFA 17,f712a4ce2c697cc4f0763e762e922debbedc7d0a,Sports,2016-09-27,2016-12-28
UFC,5971093bfe99649921c66d879658d091b3e22e8c,Fighting,,2016-09-03
MASS EFFECT:  ANDROMEDA,b4a49fc2b808cfa0e3a4600468ddd3bc2a8d9340,Role Playing,2017-03-21,2017-03-22
BATTLEFRONT,76069730783cae4fe943eb2c9d93796510551567,Shooter,2015-11-17,2015-11-26
BATTLEFIELD 1,b305ad7a46890c7f22910ea0ee8a70e41b4ff7b3,Shooter,2016-10-21,2017-08-28
FIFA 17,39fc28671c4d1a9cb2aff1f5c2dee9bc87b25357,Sports,2016-09-27,2016-09-29
FIFA 17,903f0d14b6e2190d65f23750f6b081f5b093b24c,Sports,2016-09-27,2017-01-01
BATTLEFIELD HARDLINE,727d6e77abc305fb0205756fe338587261121e59,Shooter,2015-03-17,2017-05-16
FIFA 17,05627511696f65c5658ec0a0d3d31b3755c62a79,Sports,2016-09-27,2016-09-29
PLANTS VS ZOMBIES GARDEN WARFARE,eb4d6919170d6fe84a42a092f96eeaea0886c09c,Shooter,,2016-01-17
EA ACCESS,eb7b16f7bfd86895e0888c8550fc73ae67a123b6,Other Games/Compilations,,2016-01-19
FIFA 15,5ad97faa3484b02bbd99b4ff55e46914f548dfab,Sports,2014-09-23,2017-04-27
BATTLEFIELD HARDLINE,689934df10ccf216d90870657094c43d3e443be2,Shooter,2015-03-17,2015-10-17
NHL 15,b5f68c37a554ea6c96556b41abb1af76249ef42c,Sports,,2017-01-15
NHL 17,83aa628d1411e270ecf43489eb1ff6c1efd928b6,Sports,2016-09-13,2016-09-20
FIFA 16,a2fb2eb5fa6874919b8e53f74035566d87991586,Sports,2015-09-22,2015-09-23
FIFA 16,d89034328ca294a27ceb91dff06ba066c57175ce,Sports,2015-09-22,2015-12-26
NFS 2016,afabcca711420ff84357f5bdc1c0949928ead60c,Action,2015-11-03,2015-11-07
BATTLEFIELD 1,63c482b534785158edad1536943f7ce79b2dd82a,Shooter,2016-10-21,2017-04-06
BATTLEFIELD 1,59bb9e1ed52c0911f7b07c8be5c0ada7fc94afa1,Shooter,2016-10-21,2017-02-12
MADDEN 14,b4606f5d7812512083845197e39e1564742b10bb,Sports,,2016-11-03
NHL 16,b160f1c283803931f3cf5e0993223dc1675f4128,Sports,,2015-09-15
TITANFALL,2e90fc08237c417172c05d8a992f26aea0fa7b64,Shooter,,2016-10-13
FIFA 16,6303f93567dec61b7d1683b52aac7d385e513f3b,Sports,2015-09-22,2016-05-18
NFS 2016,82d149b6edd0cb7eaa6da6af39d90e67898651ed,Action,2015-11-03,2017-01-07
FIFA 16,b5014677639d24f6a12e881e5dd73128335e5e0b,Sports,2015-09-22,2016-03-27
FIFA 17,7ad46846c2f61426094b165f088b1c33b6522a90,Sports,2016-09-27,2016-09-28
FIFA 17,5e840a4d9601587ec64dc5d3a53f4c230e09882e,Sports,2016-09-27,2017-02-10
MADDEN 17,f2c7fd5ebcc1ecbf21114383c759520c86066d93,Sports,2016-08-23,2016-09-09
MADDEN 16,841895c9d2c1edf42f8c9d62329000d0111be8c0,Sports,,2017-03-28
NHL 17,aa05430c54b263036664bcf4e8e7c5df9a79ad78,Sports,2016-09-13,2016-09-13
MIRRORS EDGE CATALYST,aaba22058295278371dc77546df3b7015500b51b,Action,2016-06-01,2017-03-05
BATTLEFIELD 1,a24de1ce176951c037d75410d5b9ee41fcac719e,Shooter,2016-10-21,2016-12-27
FIFA 16,4b2baa0643bf8ebb7ffa0d88cf2c29db60a346c8,Sports,2015-09-22,2015-09-25
MADDEN 16,dd5704c2ed79eef024533271d2cd024d428ecda7,Sports,,2017-06-18
FIFA 17,311fcaa3468f2973493616ded0e639074048105f,Sports,2016-09-27,2017-06-14
UFC 2,767c46b31f5962f7b0a5daa02fa0cc1876b08f4b,Fighting,2016-03-09,2017-01-02
MADDEN 17,3403c7b7a1f89dfa7c330d573c5a7c79a2e9faf8,Sports,2016-08-23,2017-03-31
UFC 2,d5fcb9b8fe88956a9dd23d4a0ade253fc631cd12,Fighting,2016-03-09,2017-04-05
BATTLEFIELD 4,7da5d9d8f0b23904ab49c4a75a2bd2c16f2add4a,Shooter,2013-10-29,2016-12-29
NFS 2016,601ed7467fae1d8e58c807d7f2b082b61e9d17b3,Action,2015-11-03,2016-02-15
BATTLEFRONT,64c40ef1a892ad8d70681441be1eb2cd3fbd275b,Shooter,2015-11-17,2017-04-14
FIFA 17,30ab3fdf7288f0f21d95f1a29e284e3f5bb997d8,Sports,2016-09-27,2017-01-19
BATTLEFIELD 4,e723d5db6b0e0575ed882ecb8eaf48398762e1dd,Shooter,2013-10-29,2016-06-26
FIFA 16,590ba09bd710a0d7780201bb2c641c85427fdf27,Sports,2015-09-22,2016-09-20
PLANTS VS ZOMBIES GARDEN WARFARE 2,baa879fd8bcb0096172ddd47f917ecd7599cf48e,Shooter,2016-02-23,2016-04-12
FIFA 17,8913d2b9486dacedeca3c1ddbc18ff5160d0c97b,Sports,2016-09-27,2017-07-02
BATTLEFIELD HARDLINE,f843235874f874b77364aadd451e200c3725d442,Shooter,2015-03-17,2016-08-09
PGA TOUR GOLF 16,df380ebf7e32ab74e1166ad772bcd8474755fabb,Sports,,2017-07-06
UFC 2,eaf75f9c026f7a55a3bb8de2892e07e01b799f19,Fighting,2016-03-09,2016-03-17
FIFA 16,384f574b44003c6758b36634d3d90d0b81b78458,Sports,2015-09-22,2015-09-24
UFC 2,796e72f0a34ecd1d45b792690e21da081c79cef6,Fighting,2016-03-09,2017-04-08
BATTLEFIELD 1,2412b4a9541db4dad6275601de3c932d1bb1eb7e,Shooter,2016-10-21,2016-12-20
FIFA 16,397fec7b43086a4a76789e4ff027bdcfe52910d2,Sports,2015-09-22,2016-05-09
FIFA 16,c055f75bef3c2028ab1cf485145c6c6740c2daad,Sports,2015-09-22,2015-12-28
FIFA 17,75c63f9bf1efa52407b4bb903218183093fc9267,Sports,2016-09-27,2017-04-24
UFC 2,86b4ae7a794d4c196435cd0a63e83303cd3e6f34,Fighting,2016-03-09,2016-03-29
FIFA 17,519801c28524f862c0608a4482c4efbb3df44c78,Sports,2016-09-27,2016-09-28
FIFA 16,496a9fc9529c75811749b2f1ff71d952846c9f08,Sports,2015-09-22,2015-09-26
UFC 2,401ed0f63e862fa889f40222eaba065aaae7d2b4,Fighting,2016-03-09,2016-04-29
BATTLEFIELD 1,e6c6cc9ebc0ff5ec9188acc5d4ec22c3a0f4560f,Shooter,2016-10-21,2016-10-23
NHL 17,02d896b02eadcc8ab2cfeee0eb9a355cd3b2f595,Sports,2016-09-13,2017-01-04
FIFA 17,1b6933587578e64748d34e0378fb0fd6fb3c504a,Sports,2016-09-27,2016-12-19
BATTLEFRONT,05627511696f65c5658ec0a0d3d31b3755c62a79,Shooter,2015-11-17,2015-11-19
FIFA 16,6af43a278c86d34fe0fd6d31e749532cb6e1009f,Sports,2015-09-22,2016-08-20
BATTLEFRONT,9c56e5db9c94d871b754d5a7d29f57c8abc7552a,Shooter,2015-11-17,2015-12-30
BATTLEFIELD 1,68f22772c2a9fc9899e73b5bd8b496cebccf0660,Shooter,2016-10-21,2017-01-22
BATTLEFIELD 4,12f78f30a12eff068d5f2f1d351d10e89cf9ca96,Shooter,2013-10-29,2017-02-23
BATTLEFIELD 4,d28b753663b284123d06fd8687f7e82622c63893,Shooter,2013-10-29,2016-03-24
NFS 2016,952570328c40ab1e0dfe0a95bc27353e72116211,Action,2015-11-03,2016-04-04
FIFA 15,72d7072e0fe1bbf7936816a64d3204c499cec962,Sports,2014-09-23,2016-01-03
FIFA 16,0e1a78944d055fdb2d702233dd7f6943dabdfa33,Sports,2015-09-22,2015-10-19
BATTLEFIELD 1,699fec27b9e09b190cfc4e2e709b35de61582bdc,Shooter,2016-10-21,2017-02-06
NFS 2016,a96bf62e733ab7bf2a8f63db8a43f9d346fe62df,Action,2015-11-03,2017-07-12
MADDEN 16,df3fffebfabe939d22cf88f241758bff4d525c44,Sports,,2015-09-13
FIFA 17,82388558a4d90bda29592e1764a3572d783cec36,Sports,2016-09-27,2016-12-16
MIRRORS EDGE CATALYST,bfd0ab74e4d2a65b8f189fc645488695bf5a6c71,Action,2016-06-01,2017-08-14
FIFA 16,40627d4acc3ac61879cc7655f1459e5f98816a66,Sports,2015-09-22,2015-09-24
FIFA 14,de924328fd6c0aa0473b2466c1d7722f416bf1c6,Sports,,2015-11-05
BATTLEFIELD 1,53ee007342deb556beecc1399cdd1535447d51a0,Shooter,2016-10-21,2016-11-18
FIFA 17,610c25df56b70352495c5aca46aa5e9324ac5c1f,Sports,2016-09-27,2016-10-14
FIFA 17,0a75df85f77ad6f07ca20c354ff58af4ce0855af,Sports,2016-09-27,2016-10-27
BATTLEFRONT,54ca16984725a51bf31ea1e02bf38c7b1f50a823,Shooter,2015-11-17,2017-03-19
UFC 2,ddd1cf452738b4d4f45fcc67a0d8fd215c7b28e4,Fighting,2016-03-09,2016-06-10
FIFA 17,87b6256c9e457a022da065079b6f493dbf89a3ae,Sports,2016-09-27,2017-01-05
DRAGON AGE: INQUISITION,d3c5dd593605e0a2405f91f25f9497b4689a8aa7,Role Playing,,2016-11-15
UFC 2,acbbd336b976abb9508ded23d4bb1eecdec97f72,Fighting,2016-03-09,2017-03-08
FIFA 17,081685b64613cc7035530cf1d4c1b61f0ed53ecd,Sports,2016-09-27,2016-10-01
FIFA 17,3d72611523527d0e9f0abb0d3b94f5d5f77604a1,Sports,2016-09-27,2016-09-29
BATTLEFIELD 1,122734612cd4b8391ed230db7f7c4e005c2f6f8a,Shooter,2016-10-21,2016-11-26
BATTLEFIELD HARDLINE,c8ecf8b13879ccdbe08c0a3899c06b90c465862f,Shooter,2015-03-17,2017-03-13
BATTLEFIELD HARDLINE,d8c92938474bea6af2de6b470c2b943e46570c7e,Shooter,2015-03-17,2017-01-01
PLANTS VS ZOMBIES GARDEN WARFARE 2,601ed7467fae1d8e58c807d7f2b082b61e9d17b3,Shooter,2016-02-23,2016-11-27
NFS 2016,5e0561f25db02633be589fc80d694c35a1a8559e,Action,2015-11-03,2015-11-24
FIFA 16,ac98eba876a8c822aca419e98c95445b3742ccda,Sports,2015-09-22,2015-12-06
NFS 2016,7b8f9df1c2d0e0d130ae436d1de81e808deeb382,Action,2015-11-03,2016-12-05
NFS 2016,f7fed2a5bb0b17a05b9afba4ad04ea0a47cac807,Action,2015-11-03,2017-01-14
FIFA 17,ca506fb2a874e73d1150ec4f43efc05954772d7b,Sports,2016-09-27,2017-04-11
FIFA 17,d94be2970e2070d9a23af4bd1fdcde84af01deba,Sports,2016-09-27,2016-10-09
UFC 2,b2f2e80cef23b92667d622b63b8fc4b5a8344baa,Fighting,2016-03-09,2017-08-08
NFS 2016,c3cdc1ffd946103ee7c0512bc150778b689002a8,Action,2015-11-03,2016-07-18
BATTLEFIELD 1,43678999aadaa686469b2ebd5bf3130e1f97fe8c,Shooter,2016-10-21,2016-10-24
UFC,14ce60cd0697f91caf8f63628ce118ceaa937cbc,Fighting,,2015-11-10
UFC 2,921fd4f82df9825a54ac79e9456b53e16f0de998,Fighting,2016-03-09,2017-07-23
PLANTS VS ZOMBIES GARDEN WARFARE 2,a94d491cdc568532767a0f8afe9c395cc888424b,Shooter,2016-02-23,2016-10-29
TITANFALL,03f50bb7587be15168f7169f255639a3c5fe89cd,Shooter,,2016-10-13
FIFA 16,7bc6ea336d4a322717d0222e53b43d9636f0437f,Sports,2015-09-22,2016-06-04
FIFA 15,f7ee24abf3a9ff79638572bafb20df82433d5e1b,Sports,2014-09-23,2016-12-30
FIFA 17,bf2cfdbe2e89d98eeab00f3e20e6c79a909990c5,Sports,2016-09-27,2016-10-03
BATTLEFIELD 1,bb2037ca8570557562ffbae908ba85138ddab42a,Shooter,2016-10-21,2016-10-22
FIFA 17,0c9ef9a1a98b6bb9467e7df30518572b38c2f2b7,Sports,2016-09-27,2017-04-26
MADDEN 17,4792d3fd661e331bc11a0741d7a5067faa5f50fa,Sports,2016-08-23,2017-01-06
FIFA 16,ed64ab6d8ceba9be59584005f1f53db0aa819c44,Sports,2015-09-22,2016-07-02
MASS EFFECT:  ANDROMEDA,a8a80bf6a44eb21f1c813666a2a3de740384a03e,Role Playing,2017-03-21,2017-03-25
BATTLEFRONT,c653cf5745494bda8c5bcc594063df78bc33d88a,Shooter,2015-11-17,2017-01-15
BATTLEFRONT,6f4df04e68d420a17d1202756c2f2d015c80bf61,Shooter,2015-11-17,2015-12-25
MADDEN 17,81d6b719aabaf3335b3dd212e9b0e898d720e768,Sports,2016-08-23,2017-01-15
